site,latitude,longitude
"Merrell Center -- Katy, Texas",29.7803319,-95.8327276
"Danbury, CT",41.394817,-73.4540111
"Biddeford, ME",43.4925843,-70.4533844
"Williamsburg, VA",37.2707022,-76.7074571
"Washington, D.C. - UDC Sports Complex",38.9459608,-77.0657105
"Aquinas Hall Gymnasium - Sparkill, NY",41.0423558,-73.9359461
"WEST CHESTER, Pa. (HOLLINGER FIELDHOUSE)",39.9516309,-75.6021271
"Waltham, Mass. (Dana",42.3665707,-71.2310156
"Nyack, NY",41.0906519,-73.9179146
SNHU Fieldhouse (Manchest,43.0407729,-71.4531836
"Syracuse, N.Y. - Ted Grant Court",43.0497018,-76.0855042
"Miami, Fla. (Alumni Gymnasium)",40.2788285,-74.7354358
"Lexington, Va. 
",37.7840208,-79.4428157
"Grand Junction, CO",39.0638705,-108.5506486
"Stubblefield Center, Fort Smith, Ark.",35.3807916,-94.3712592
"Caldwell, Idaho",43.6629384,-116.6873596
"Orange, Calif.",33.7879139,-117.8531007
"Orange, Calif./ Santiago Canyon College",33.794566,-117.766756
"United Center    Chicago, IL",41.8806908,-87.6741759
"Charlotte, N.C. (Time Warner Cable Arena",35.2251426,-80.8392351
"Syracuse, N.Y. (Carrier Dome)",43.0362269,-76.1363161
"Anaheim, Calif.",33.8365932,-117.9143012
"Auburn Hills, Mich. (The Palace)",42.696885,-83.2457929
"St. Cloud, MN",45.5579451,-94.1632404
"Bemidji, MN",47.4875361,-94.8858492
"Marshall, MN (R/A Facility)",44.4540077,-95.76183
"Romeoville, Ill. (Neil Carey Arena)",41.6050591,-88.0821178
"Atlantis. Paradise Island, Bahamas",25.084653,-77.32349
"Bankers Life Fieldhouse,Indianapolis, IN",39.7639301,-86.1554641
"University of Dayton Arena; Dayton, Ohio",39.7356112,-84.1997159
"Washington, D.C. / Verizon Center",38.8981251,-77.0208804
"Sprint Center; Kansas City, Mo.",39.0972997,-94.5799392
"Bridgestone Arena, Nashville",36.1591736,-86.7784959
"Anchorage, AK (Alaska Airlines Center)",61.1887817,-149.8151705
"Birmingham, Ala - Legacy Arena",33.5239475,-86.8127501
"Rochester, N.Y. -- L. Alexander Palestra",43.2010277,-77.639438
"Daytona, Fla. (Ocean Center)",29.22841,-81.011154
"Carrollton, GA (The Coliseum)",33.5759757,-85.1038312
"Birmingham, Ala.",33.5206608,-86.80249
"Elmhurst, Ill. - R.A. Faganel Hall",41.8992691,-87.946134
"Conway, Ark. (Grove Gymnasium)",35.0730768,-92.4686291
"Somers, WI",42.6402973,-87.9103563
"Warrensburg, Mo. - UCM Multipurpose Bldg",38.7573354,-93.7440436
"San Juan, PR (Roberto Clemente Coliseum)",18.4158296,-66.0755353
"Jackson, Miss. (Mississippi Coliseum)",32.3001314,-90.1719577
"San Juan, PR (Coliseo Roberto Clemente)",18.4158296,-66.0755353
"Hattiesburg, MS",31.3271189,-89.2903392
"Cookeville, Tenn. / Eblen Center",36.1783618,-85.5095064
"Jefferson City, TN",36.122311,-83.492396
"Savannah, GA",32.0835407,-81.0998342
"Newberry, SC",34.2745833,-81.6187178
"Greenwood, SC",34.1954001,-82.1617883
"Horne Arena, Greenwood, S.C.",34.2002826,-82.165036
"Memorial Hall - Dahlonega, Ga.",34.5288198,-83.9834377
"Misenheimer, N.C. (Merner Gym)",35.4848472,-80.2798584
"Lahaina, Hawaii | Lahaina Civic Center",20.9041112,-156.6844975
Sprint Center,39.0972997,-94.5799392
"Pittsburg, KS",37.410884,-94.70496
"Rensselaer, IN",40.9367045,-87.1508562
"Springfield, MO/O'Reilly Event Center",37.2183433,-93.2847316
"Sault Ste. Marie, MI",46.4952996,-84.3453169
"Ft. Lauderdale, Fla.",26.1224386,-80.1373174
"Aquinas Hall (Sparkill, NY",41.0422627,-73.9358903
"Sparkill, N.Y. - Aquinas Hall",41.0422627,-73.9358903
Aquinas Hall Gymnasium -,41.0423558,-73.9359461
"Sparkill, N.Y. - Aquinas Hall Gymnasium",41.0423558,-73.9359461
"Waverly, Iowa (Levick Arena)",42.7283537,-92.4836606
"Hart Center, Worcester, Mass.",42.234829,-71.8062758
"Stan Sheriff Center (Honolulu, Hawaii)",21.2942882,-157.8189039
"Rimrock Auto Arena - Billings, Montana",45.8003724,-108.4775763
"St. Thomas, U.S. Virign Islands",18.3380965,-64.8940946
"Winchester, Va. - Shingleton Gymnasium",39.1660159,-78.1583388
"Salem, Va. - C. Homer Bast Center",37.2968892,-80.0564504
"Manhattan, NY (Coles Sports Center)",40.7285009,-73.9931061
"Montclair, NJ - Panzer Athetic Center",40.8585038,-74.2000441
"Municipal Auditorium - Nashville, Tenn.",36.1674077,-86.7817328
"Adrian, MI",41.8975471,-84.0371659
"Demorest, GA",34.565098,-83.5451724
"DeVos Fieldhouse; Holland, Mich.",42.7887273,-86.0954824
"Madison, N.J. - Baldwin Gymnasium",40.7603633,-74.4289843
"Bowling Green, Ohio (Stroh Center)",41.375459,-83.626208
"Bowling Green, Ohio (Stro",41.3912983,-83.6486143
"Washington, PA",40.17396,-80.2461714
"NRG Stadium, Houston, TX",29.6847219,-95.4107074
"Rensselaer, NY",42.6425794,-73.742898
"North Adams, MA",42.700915,-73.1087148
"Frederick, MD",39.4142688,-77.4105409
"Nashville, TN (Municipal Auditorium)",36.1674077,-86.7817328
"Keuka Park, NY",42.6151357,-77.0919056
Buffalo State Sports Arena,42.9345778,-78.8860167
"Sioux Falls, IA",42.4999942,-96.4003069
"Point Lookout, Mo. (Keeter Gymnasium)",36.6200313,-93.2397223
"Uniter Center     Chicago, IL",41.8806908,-87.6741759
"Grand Island, NE",40.9263957,-98.3420118
"Las Vegas, Nev",36.1699412,-115.1398296
"Sanford PREMIER Center, Sioux Falls, SD",43.5607088,-96.7515187
"Sioux Falls, S.D. (Sanford Pentagon)",43.5916282,-96.7548082
"LAS VEGAS,NV  MGM GRAND GARDEN ARENA",36.104313,-115.1685048
"Moda Center, Portland, Ore.",45.5315651,-122.6668423
"Springfield, Mass. - Butova Gymnasium",42.112853,-72.557144
"Philadelphia, Pa. - Campus Center Gym",39.9538926,-75.197159
"Rio Rancho, N.M. (Santa Ana Star Center)",35.309015,-106.686603
Santa Ana Star Center,35.309015,-106.686603
"Fogelman Arena, N.O., LA",29.939013,-90.1208204
Merrell Center - Katy Texas,29.7803319,-95.8327276
"Salem, VA - Bast Gymnasium",37.2968892,-80.0564504
Nyack NY,41.0906519,-73.9179146
"Wilmington, DE",39.7390721,-75.5397878
"Clark Gyn, Rochester, NY",43.1231147,-77.624972
"Jamaica, NY",40.702677,-73.7889689
"Brooklyn, NY - West Quad Center",40.6310471,-73.9544428
"Harrisburg, Pa.",40.2731911,-76.8867008
"First Niagara Center: Buffalo, NY",42.875004,-78.876521
"Aston, Pa. - The Mirenda Center",39.8749735,-75.4426009
"Jersey City, N.J./Yanitelli",40.7277258,-74.073102
"Norfolk, Va. (Scope Arena)",36.8532544,-76.286878
"Bennington, VT",42.8781345,-73.1967741
"Rutland, VT",43.6106237,-72.9726065
Mountaineer Athl. Center,36.2113373,-81.6865032
East Campus Arena,42.7322317,-73.6675438
"New London, Conn",41.3556539,-72.0995209
BankTrust Arena,37.6833635,-97.3320351
"Owensboro, KY (KWC SportsCenter)",37.7626977,-87.1262181
"Collier Arena - Hanover, Ind.",38.7192502,-85.4623681
"Millis Center - High Point, N.C.",35.9631832,-80.0108878
"Jon Huntsman Center (Salt Lake City, UT)",40.7620609,-111.8388029
"CenturyLink Center (Bossier City, La.)",32.465254,-93.674089
"New Orleans, La. - Lakefront Arena",30.0301443,-90.0505073
"Missoula, MT  Dahlberg Arena",46.8600672,-113.9852081
"Window Rock, Ariz.",35.680573,-109.0525929
"Tuba City, Ariz.",36.1349928,-111.2398625
"Casper, WY",42.866632,-106.313081
"St. Joseph, Mo.",39.7674578,-94.846681
"St. Joseph, MO (MWSU Fieldhouse)",39.7598942,-94.7845282
MWSU Fieldhouse,39.7598942,-94.7845282
"Kansas City, Mo. (Municipal Auditorium)",39.09787,-94.586341
"MWSU Fieldhouse-St. Joseph, Mo.",39.7598942,-94.7845282
Knights Hall,38.2215155,-85.7051918
"UPR Bayamon, Puerto Rico",18.3705811,-66.1437571
Roberto Clemente Coliseum - Puerto Rico,18.4158296,-66.0755353
"Newark, N.J. (Prudential Center)",40.7335424,-74.1710255
"Indianapolis, Ind. / Bankers Life FHouse",39.7639301,-86.1554641
"Cleveland, OH (Quicken Lo",41.4964797,-81.6882129
"Whitewater, Wis. (Kachel Gym)",42.8430878,-88.7462426
CAPITAL CENTER,43.201424,-71.534655
"BOK Center, Tulas",36.152766,-95.996416
"CenturyLink Center, Omaha, Neb.",41.2624236,-95.9282394
"Durant, OK (Bloomer Sullivan Arena)",34.0067333,-96.3736678
"Edmond, Okla. - Hamilton Field House",35.6601208,-97.4715323
"Scope Arena, Norfolk, VA",36.8532544,-76.286878
"Mohegan Sun Arena, Uncasville, Conn.",41.4911501,-72.0897019
"Dearborn, MI",42.3222599,-83.1763145
"King Arena; Wheaton, Ill.",41.8714154,-88.0967889
"DeVos Gym; Palos Heights, Ill.",41.6595231,-87.7796384
DeVos Fieldhouse; Holland; Mich.,42.7887273,-86.0954824
"Stillwater, OK",36.1156071,-97.0583681
"Lubbock, TX",33.5778631,-101.8551665
"Bloch Arena - Pearl Harbor, HI",21.3477037,-157.9412794
"Elmira, N.Y. -- Speidel Gymnasium",42.0965327,-76.815607
"Elmira, N.Y.- Speidel Gymnasium",42.0965327,-76.815607
"Univ. Circle, OH",41.5091257,-81.6089873
"Cleveland, Ohio - Horsbur",41.5204283,-81.6576079
"Beaver Falls, Pa.",40.7520097,-80.3192295
Mountaineer Athl. Center (SVC),42.8677544,-73.2185286
Costello Athletic,42.6553218,-71.3243687
"Lowell, MA",42.6334247,-71.3161718
"Seattle, WA (KeyArena)",47.6221,-122.353988
"Atlanta, Ga. - Epps Gymnasium",33.7515658,-84.4112315
"Dothan, Ala. (Dothan Civic Center)",31.2248898,-85.3902273
"Newberry, S.C. (Eleazer Arena)",34.2861075,-81.6219227
"Florence, SC",34.1954331,-79.7625625
"Mayaguez, P.R.",18.2013452,-67.1451549
"Harrogate, Tenn.",36.5823046,-83.6568579
"Florence, S.C./Smith University Center",34.1885949,-79.6539216
"Florence, SC (Smith University Center)",34.1885949,-79.6539216
"Mount Olive, N.C. (Kornegay Arena)",35.2062336,-78.0713442
"Hickory, N.C. (Shuford Gymnasium)",35.741036,-81.3284223
"Chicagp, Ill. | United Center",41.8806285,-87.6740482
"Palestra, Philadelphia",39.9513911,-75.1887032
"New York, N.Y. (Madison Square Garden)",40.7505045,-73.9934387
"Pike Creek, DE",39.7309451,-75.704099
"Worcester, Mass.",42.2625932,-71.8022934
"Caldwell, N.J.-Newman Center",40.8323391,-74.271576
"Portland, ME",43.661471,-70.2553259
"Plymouth, N.H.",43.7570196,-71.6881528
"Indiana, PA (Kovlachick Complex)",40.6124254,-79.159922
"Troy, NY",42.7284117,-73.6917851
"Bridgewater, MA",41.9903519,-70.9750541
"Waterville, Maine (Wadsworth Gymnasium)",44.5682287,-69.6583929
"Concord, N.H. (Crocker Center - NHTI)",43.2247489,-71.5310745
"Concord, N.H.",43.2081366,-71.5375718
"Southaven, Miss.",34.9918587,-90.0022958
"Potsdam, NY (Alumni Gymnasium)",44.6656424,-74.9999533
"Smithfield, RI (Chace Athletic Center)",41.9211855,-71.5394146
Destin Realty Emerald Coast Classic Cham,30.38706,-86.413109
"Tacoma, Washington",47.2528768,-122.4442906
"Tacoma, Wash. (Olson Gymnasium)",47.1453532,-122.4440668
"Chicago, Ill. | United Center",41.8806285,-87.6740482
"Savannah, Ga. - Savannh Civic Center",32.0767215,-81.0969501
"San Juan, P.R. (Col. Ruben Zayas)",18.352158,-66.0058218
"South Point Arena - Las Vegas, NV",36.0107111,-115.1782011
"Frostburg, Md.",39.6581424,-78.928357
"Bayamon, Puerto Rico (Col",18.4655394,-66.1057355
"Salem, VA - Salem Civic C",37.2854268,-80.0392938
"Whittier, Calif. (GAC)",33.9787932,-118.0322842
Mount. Athletic Center,45.4034048,-122.2818487
"Pittsburgh, Pa. / PPG Paints Arena",40.4395932,-79.9893378
"Conway, AR",35.0886963,-92.4421011
"Las Vegas, Nevada Orleans Arena",36.1058151,-115.2022567
"Selland Arena, Fresno",36.7329771,-119.7826715
"Fort Collins, CO",40.5852602,-105.084423
"Denver, Colo. (Pepsi Center)",39.74866,-105.00771
"Las Vegas, Nev. (Thomas ' Mack Center)",36.1049006,-115.1441925
"Las Vegas, Nev. (Thomas &",36.1452839,-115.143337
"Throggs Neck, NY",40.818399,-73.8213213
Kidera Gymnasium - Nazareth College,43.1013041,-77.5188768
"Henrietta, NY - Clark Gymnasium",43.0844212,-77.6738665
Seaver Center,34.0169567,-118.2887703
"Dubuque, IA",42.5005583,-90.6645718
"Worcester, Mass. - Kneller Gymnasium",42.251072,-71.823493
"Las Vegas, NV - Orleans Arena",36.1058151,-115.2022567
"Las Vegas, Nev. - Orleans Arena",36.1058151,-115.2022567
"N. Manchester, IN",41.0006005,-85.768597
"Urpsrung Gymnasium: Berea, Ohio",41.3719903,-81.847562
"Hanover, Ind. (Collier Arena)",38.7192502,-85.4623681
"Sewanee, TN",35.2031373,-85.9210899
"Birmingham, Ala. (Bill Battle Coliseum",33.5161592,-86.8509922
"Pembroke, NC",34.6801626,-79.1950373
"Laurinburg, NC",34.7740494,-79.4628248
"Albany, NY (Daniel",42.6525793,-73.7562317
"Hubbell Gym (Bridgeport, Conn.)",41.1640453,-73.188094
"Butova Gymnasium (Springfield, Mass.)",42.112853,-72.557144
"Elizabeth City, NC",36.2946008,-76.2510461
"Ettrick,VA",37.2401503,-77.4299836
"Mount Olive, N.C.",35.1965531,-78.0663788
Doolittle Community Center Las Vegas,36.1952818,-115.1554891
Doolitlle Community Center,36.1952818,-115.1554891
"Orange, Calif. / Santiago Canyon College",33.794566,-117.766756
"Jersey City, N.J./Yanitelli Center",40.7277258,-74.073102
"West Hartford, Conn.",41.7620842,-72.7420151
"Halenbeck Hall, St. Cloud",45.5480155,-94.1523907
"Painesville, OH",41.7244885,-81.245657
"Cedarville, OH",39.7442268,-83.8085372
"McKenzie, TN",36.1325616,-88.5186636
"Jackson, TN",35.6145169,-88.8139469
"St. Charles, MO",38.7881062,-90.4974359
"LeFrak Gymnasium (Amherst, Mass.)",42.3680134,-72.5183568
"Macon, Ga. -- CGTC Gym at Ballard Hudson",32.8190808,-83.6579405
"Mitchell, SD",43.7094283,-98.0297992
"Spearfish, SD",44.4908172,-103.8593697
"Easton, Mass. -",42.0245442,-71.1286594
"Eau Claire, WI - Zorn Arena",44.7988839,-91.4984237
Clemente Center,28.063344,-80.6225871
Mertz Mortorelli Gymnasium,46.717658,-92.0878849
"Carver Center; Rock Island, Ill.",41.5066327,-90.550847
"Memorial Fieldhouse (Tacoma, Wash.)",47.2588931,-122.4816525
"Dartmouth, Mass. (Tripp Athletic)",41.6238628,-71.0065889
"Dartmouth, Mass. (Tripp Athletic Center)",41.6238628,-71.0065889
"Westminster, MD",39.5753791,-76.9958149
"Bayamon, Puerto Rico",18.389396,-66.1653224
"Norton, Mass.-Emerson Gymnasium",41.9680101,-71.1851943
"New York, N.Y. - Cole Sports Center",40.7285009,-73.9931061
"Bridgeport, Conn. (Webster Bank Arena)",41.1732434,-73.1870019
"Webster Bank Arena, Bridgeport, Conn.",41.1732434,-73.1870019
"Oxford, OH",39.5069974,-84.745231
"USS Midway, San Diego",32.7137398,-117.1751265
"Petco Park (San Diego, Calif.)",32.7076563,-117.1569043
"Stan Sheriff Center - Honolulu, HI",21.2942882,-157.8189039
"N.O. Arena, New Orleans,",29.9490351,-90.0820568
"Alamosa, CO",37.4694491,-105.8700214
"San Marcos, Calif. ",33.1433723,-117.1661449
"HP Fieldhouse (Lake Buena Vista, Fla)",28.3373061,-81.5572343
"Las Vegas,NV(South Point Arena)",36.0107111,-115.1782011
"Insalaco Arena, Marywood",41.4351319,-75.6324234
COMPLEJO DEPORTIVOUPRB,18.3722714,-66.1440219
"Miami Shores, FL",25.8631515,-80.1928253
"Wingate, NC",34.9843176,-80.4492319
Bluefield College - Dome Gymnasium,37.2460628,-81.2447345
"Miami Shores, Fla.",25.8631515,-80.1928253
"Fairmont, WV (Joe Retton Arena)",39.4857867,-80.1630335
"Stoltz Sports Center, Dubuque, Iowa",42.497838,-90.6939669
"Collegeville, PA",40.1856597,-75.451571
South Point Arena (Las Ve,36.0107111,-115.1782011
"St. George, UT",37.0965278,-113.5684164
"Laie, HI (Cannon Activities Center)",21.6412355,-157.923146
NIU Convocation Center,41.9352122,-88.7856583
"New Orleans, La. (Devlin Fieldhouse)",29.939013,-90.1208204
"Christl Arena - West Point, NY",41.3863864,-73.9656782
"Lake Wales, FL",27.9014133,-81.5859099
"Miami, Fl ",25.7616798,-80.1917902
"Orleans, Arena, Las Vegas, NV",36.1058151,-115.2022567
"Bridgeport, Conn-Hubbell Gym",41.1640453,-73.188094
"Old Westbury, N.Y.",40.7887113,-73.5995717
"Old Westbury, N.Y. (Recreation Hall)",40.8111622,-73.6011477
"Washington, DC - DuFour Center",38.9424172,-76.9993099
"Washington, D.C. - DuFour Center",38.9424172,-76.9993099
"Intrust Bank, Wichita",37.686233,-97.3384976
"Sewanee, Tenn. (Juhan Gymnasium)",35.20518,-85.9176605
"Reno, Nev.; Reno Events Center",39.53085,-119.8124811
"Bayamon, PR",18.389396,-66.1653224
"San Juan, Puerto Rico",18.4655394,-66.1057355
"Ft Worth, TX",32.7554883,-97.3307658
"Edinburg, TX",26.3017374,-98.1633432
"New Orleans, La., Lakefront Arena",30.0301443,-90.0505073
"Kingsville, TX",27.5158689,-97.856109
"Kingsville, TX (Hampton Inn Court)",27.4950815,-97.8465274
"Claremore, Okla. (Claremore Expo Center)",36.3138088,-95.629202
"Carlisle, Pa.",40.2010241,-77.2002745
"Honolulu, Hawaii (Stan Sheriff Center)",21.2942882,-157.8189039
"John Long Center, Scranton, Pa.",41.4055412,-75.6569784
"Worcester, MA (Laska",42.2655324,-71.7857706
"Laska Gymnasium - Worcester, Mass.",42.2947143,-71.8289631
"Worcester, Mass. (Laska Gymnasium)",42.2947143,-71.8289631
"Univ. of West Florida - Pensacola, Fla.",30.5469345,-87.2160218
"Institute, W.Va. (Walker Center)",38.3783901,-81.7685902
"Atlanis, Pardise Island, Bahamas",25.084653,-77.32349
Eckerd College,27.715886,-82.68816
"Wells Fargo Center, Philly",39.9012015,-75.1719795
"Municipal, Nashville, TN",36.1674077,-86.7817328
"Harrisburg, PA",40.2731911,-76.8867008
"West Point, N.Y. (Christl Arena)",41.3863864,-73.9656782
"Laredo, TX",27.5305671,-99.4803241
"South Euclid, OH",41.5231076,-81.5184553
"Erie, Pa. (Gary Miller Court)",42.1282445,-80.0865882
"Cancun, Mexico (Hard Rock Riviera Maya)",20.509008,-87.2120314
"Honda Center(Anaheim, Calif.)",33.8078476,-117.8764687
"Murfreesboro, TN",35.8456213,-86.39027
"Norton, Mass. (Emerson Gy",41.9667877,-71.1771973
"Statesboro, GA",32.4487876,-81.7831674
"Thousand Oaks, Calif. (Gilbert Arena)",34.226017,-118.8781091
"Atlanta, GA - Woodruff PE Center",33.7933119,-84.3258545
"Minneapolis, MN",44.977753,-93.2650108
DuFour Center,38.9424172,-76.9993099
"Utica, NY",43.100903,-75.232664
"Hamilton, NY",42.8270136,-75.5446238
"Pensacola, FL (UWF",30.5469345,-87.2160218
"West Palm Beach, Fla.",26.7153424,-80.0533746
"Charlotte, N.C.",35.2270869,-80.8431267
"Charleston Civic Ctr., Charleston, W.Va.",38.3559034,-81.6400212
Shepherdstown WV - Butcher Center,39.4353263,-77.8115747
"Walker Convcation, Institute, WV",38.3783901,-81.7685902
"Fredericksburg, Va. - Rosner Arena",37.671905,-77.459985
"Williamsport, Pa. - Lamade Gym",41.2441845,-76.9999047
"Toyota Center (Kennewick, Wash.)",46.2196928,-119.2168522
"Wheaton, Ill. - Lee Pfund Classic",41.86833,-88.099622
"Big Rapids, MI",43.6980782,-85.4836557
"Hillsdale, MI",41.9200472,-84.6305101
"Tiffin, Ohio",41.1144992,-83.1779746
"Greenville, Ill. (H.J. Long Gymnasium)",38.8932575,-89.4079079
"Worcester, Mass. (Kneller Gymnasium)",42.251072,-71.823493
"The Sports Center: Galloway, NJ",39.4902894,-74.5314967
"West Liberty, W.Va. (ASRC",40.1658141,-80.6011631
"Edmond, OK",35.6528323,-97.4780954
"Weatherford, Okla. (Pioneer Cellular EC)",35.5258757,-98.706553
Massari Arena,38.3094449,-104.5756539
"Las Vegas, NV (South Point Arena)",36.0107111,-115.1782011
"Chareleston Civic Ctr. Charleston, W.Va.",38.3559034,-81.6400212
"Warrensburg, MO (UCM Multipurpose Bldg)",38.7573354,-93.7440436
"Camden, NJ",39.9259463,-75.1196199
"San Antonio, Texas (Trinity University)",29.4618444,-98.4831622
"Garden Grove, CA",33.7742692,-117.9379952
"Whitworth Fieldhouse; Spokane, Wash.",47.7548728,-117.4178623
"Whitworth Fieldhouse: Spokane, Wash.",47.7548728,-117.4178623
"Purchase, N.Y. (Kennedy Gym)",41.0334846,-73.7165649
Manning ' Napier Varsity Gym,43.115372,-77.511511
"Ashland, OR",42.1945758,-122.7094767
"Dallas, Pa.",41.3361911,-75.9632546
"Anaheim Convention Center (Anaheim, Ca.)",33.8006719,-117.9208732
"Wooster, Ohio (Timken Gymnasium)",40.8110501,-81.9336187
"Kerrville, TX (SU Event Center)",30.0086834,-99.1122043
"Phoenix Sports Center - Green Bay, Wis.",44.5299675,-87.9164501
"Menomonie, Wis. Johnson Fieldhouse",44.8695479,-91.9277882
"SOUTHPOINT ARENA, LAS VEG",36.0107111,-115.1782011
"DuFour Center; Washington, D.C.",38.9424172,-76.9993099
"Catholic University - Washington, D.C.",38.9368811,-76.998692
"Bruin Fieldhouse (Bartlesville, Okla.)",36.732327,-95.9724842
Charleston Civic Center Coliseum,38.3559034,-81.6400212
"Broken Arrow, Okla.",36.060949,-95.7974526
"Lake Erie, OH",42.0668852,-81.3399414
"Amherst, NY",42.9790067,-78.792272
"Las Vegas, Nev. (Doolittle Center)",36.1952818,-115.1554891
"Hickory, NC",35.7344538,-81.3444573
"Greenville, SC",34.8526176,-82.3940104
"Mars Hill, N.C.",35.8264981,-82.5492999
"Greenville, S.C. (Timmons Arena)",34.9179345,-82.437289
"Bristol, TN",36.5951059,-82.1887444
"Greenville, S.C.",34.8526176,-82.3940104
"Greeneville, Tenn.",36.1631574,-82.8309861
Millis Center,35.9631832,-80.0108878
"San Antonio, Texas (Webster Gymnasium)",29.4595228,-98.4835938
"San Antonio, Texas (Trinity Univ.)",29.4618444,-98.4831622
"Defiance, Ohio  -- Weaner Center",41.2966243,-84.3583836
"Fort Smith, Ark. (Stubblefield Center)",35.3807916,-94.3712592
Anderson Center,40.0939927,-85.6798361
"Franciscan Univ. - Steubenville, Ohio",40.3772094,-80.6244016
"Steubenville, OH",40.3697905,-80.6339638
"Banner Elk, NC",36.1631817,-81.8715019
"Beckley, W.Va.",37.7781702,-81.1881557
"Salem, WV T. Edward Davis Gym",39.288908,-80.571055
"T  Edward Davis Gym, Salem, WV",39.288908,-80.571055
"Commerce, TX",33.2470567,-95.8999656
"Greemville, S.C. (Timmons Arena)",34.9178927,-82.4375282
"Tahlequah, Okla. (NSU Event Center)",35.9267504,-94.9676493
"Alterowitz Gymnasium: Billings, MT",45.7973975,-108.5178669
"Brougham Pavilion: Seattle, Wash.",47.6512279,-122.3603456
"Charleston, WV - Charleston Civic Center",38.3559034,-81.6400212
"N.Charleston Coliseum - Charleston, S.C.",32.8653841,-80.0201708
"Highland Heights,",41.5519954,-81.4784522
Belk Arena,35.4992686,-80.8403689
"Tigerville, SC (Hayes Gymnasium)",35.0695126,-82.3730502
"Bluefield, VA",37.252617,-81.2712105
"Franklin Springs, GA",34.2848284,-83.1443161
"Due West, SC",34.3334469,-82.387902
"Charlotte, NC (Time Warner Cable)",35.2065921,-80.8623775
"Charlotte, NC (Spectrum Center)",35.2251426,-80.8392351
"Walz Arena Seward, NE",40.9143712,-97.0896219
"Sherman, Texas (Hughey Gym)",33.646247,-96.5987331
"Milton, Mass. (Katz Gym)",39.3343251,-74.5090859
"Stubblefield Center,",35.3807916,-94.3712592
"Oakland City, IN",38.3386591,-87.3450132
"Lakewood, CO",39.7047095,-105.0813734
"Winona Lake, IN",41.2272668,-85.8219345
"Austin, Texas (RCC)",30.2543786,-97.6806323
"Austin, Texas, RCC)",30.2543786,-97.6806323
"Paragould, AR",36.0584021,-90.4973286
Crowley's Ridge College,36.066437,-90.584504
"MOCC Winona Lake, IN",41.2283943,-85.8119559
CCU Event Center,39.7144284,-105.0954668
"Tulsa, Okla. (UMAC)",36.0641918,-95.8694283
"Terre Haute, IN",39.4667034,-87.4139092
"Stevens Point, Wis. - Bennett Court",44.5294468,-89.5713776
"Seguin, Texas (Memorial Gymnasium)",29.5749011,-97.9830614
"Tyler, Texas",32.3512601,-95.3010624
"Tyler, TX (Patriot Center",32.3147466,-95.2492653
"Longview, Texas (Solheim Arena)",32.465893,-94.7264594
"Hays, Kan. (Gross Memorial Coliseum)",38.8717824,-99.3484057
"Sioux Falls, SD (Stewart Center)",43.5303701,-96.7391964
"Tigerville, SC",35.0699768,-82.3690411
"Hartsville, SC",34.3740431,-80.0734005
"Sun Dome Kissimmee, FL",28.0589856,-82.406487
"XL Center  Hartford, Conn",41.768399,-72.6769853
"Plainview, TX",34.1847936,-101.7068417
"Boiling Springs, NC",35.254292,-81.6670407
Memorial Gym,36.1445375,-86.807313
"Wilmore, KY",37.8620226,-84.6616105
"Jacksonville, Ill.",39.733936,-90.2290098
"Russellville, AR (Tucker Coliseum)",35.2951563,-93.1324092
"Bartlevsille, Okla. (Bruin Fieldhouse)",36.732327,-95.9724842
"Bethany, Okla. (Sawyer Center)",35.5119328,-97.6259289
"Jessieville, AR",34.7005516,-93.0626303
Kingsville Hampton Inn Court,27.4950815,-97.8465274
"Lancaster, Texas",32.5920798,-96.7561082
"Lancaster, Texas (The Valley)",32.6248556,-96.763705
Trinity University (Webster Gymnasium),29.4618444,-98.4831622
"Mercedez-Benz Arena, Shanghai, China",31.1892515,121.493103
"Atlanta, GA  Philips Arena",33.7572891,-84.3963244
"Atlanta, GA -- Woodruff PE Center",33.7933119,-84.3258545
"Maryvile, TN",35.7564719,-83.9704593
"Jefferson City, Tenn. (Holt Fieldhouse)",36.1215905,-83.4899055
"Columbus, Ga. (Lumpkin Center)",32.5044661,-84.9402125
"Gaffney, SC",35.0717945,-81.6498195
"Concord, NC",35.4087517,-80.579511
"Wingate, N.C.",34.9843176,-80.4492319
"Belmont, NC (Wheeler Center)",35.2608199,-81.0393941
"Bristol, Tenn. (Student Center Complex)",36.585376,-82.15938
"Misenheimer, NC (Merner Gym)",35.4848472,-80.2798584
"Misenheimer, NC (Merner Gym_",35.4848472,-80.2798584
"Vallejo, CA",38.1040864,-122.2566367
"Pamplin Sports Center, Portland, Ore.)",45.4516164,-122.6703897
"Portland, Ore.",45.5230622,-122.6764815
"Dunbar, WI",45.6507923,-88.1715105
"Lansing, MI",42.732535,-84.5555347
"Ankeny, IA",41.7317884,-93.6001278
"Grand Rapids, Mich.",42.9633599,-85.6680863
"Aldrich Athletic Center Wyoming, MI",42.9194672,-85.6913848
"Dahlonega, GA",34.5261465,-83.9843953
"Pueblo, Colo. (Massari Arena)",38.3094449,-104.5756539
"Callan Athletic Center: Cedarville, OH",39.7512544,-83.8133913
"Superior, Wis.",46.7207737,-92.1040796
"Dickinson, ND",46.8791756,-102.7896242
Sanford Pentagon Sioux Fa,43.5916282,-96.7548082
"Wilson, N.C.",35.7212689,-77.9155395
