site,latitude,longitude
"Austin, Texas (RCC)",30.2543786,-97.6806323
"Sanford Pentagon Sioux Falls, SD",43.5916282,-96.7548082
"Nolan Gymnasium, Albany, N.Y.",42.6640994,-73.7856653
"United Center    Chicago, IL",41.8806908,-87.6741759
"Wells Fargo Center, Phily, PA",39.9012015,-75.1719795
"Lexington, Ky.",38.0405837,-84.5037164
"2016 SEC Men's Tournament-Nashville,TN",36.1591736,-86.7784959
SNHU Fieldhouse (Manchest,43.0407729,-71.4531836
"Bethlehem, PA",40.6259316,-75.3704579
"T  Edward Davis Gym, Salem, WV",39.288908,-80.571055
"Mequon, WI",43.2159232,-88.0314174
"Fairfield, CT",41.1408363,-73.2612615
"Oswego, NY",43.4553461,-76.5104973
"Bozeman, MT",45.6769979,-111.0429339
"Gettysburg, Pa. - Bream Gymnasium",39.8309293,-77.2310955
Timken Gymnasium;,40.8110501,-81.9336187
"Charleston, WV - Charleston Civic Center",38.3559034,-81.6400212
"St. Davids, PA",40.0409428,-75.3785234
"Williamsport, Pa. - Lamade Gym",41.2441845,-76.9999047
"Moraga, CA",37.8349263,-122.1296871
"Beverly, MA",42.5584283,-70.880049
"Tyler, TX (Patriot Center",32.3147466,-95.2492653
"Lewiston, ME",44.100351,-70.2147764
"Marshall, Texas (Ornelas Gymnasium)",32.5569179,-94.3764522
"Seward, NE - Walz Arena",40.9143712,-97.0896219
"Melbourne, Fla.",28.0836269,-80.6081089
"Pittsburgh, Pa. / PPG Paints Arena",40.4395932,-79.9893378
"Thomas Assembly Center - Ruston, La.",32.5319955,-92.658733
"Tyler, Texas (Herrington Patriot Center)",32.3147466,-95.2492653
"Salem, WV T. Edward Davis Gym",39.288908,-80.571055
"Bethany, Okla. (Sawyer Center)",35.5119328,-97.6259289
"Blue Cross Arena (Rochester, N.Y.)",43.1533193,-77.6106225
"Alterowitz Gymnasium: Billings, MT",45.7973975,-108.5178669
"Gulfport, MS",30.3674198,-89.0928155
"Sewanee, Tenn. (Juhan Gymnasium)",35.20518,-85.9176605
"Gary, IN",41.5933696,-87.3464271
"NRG Stadium, Houston, TX",29.6847219,-95.4107074
"Seattle, WA (KeyArena)",47.6221,-122.353988
"Barclays Center (Brooklyn, NY)",40.6827836,-73.9758246
"Pam Evans Smith Arena; Springfield, Ohio",39.9365496,-83.8139029
"Carlisle, PA",40.2010241,-77.2002745
"Memphis, TN (Canale",35.135828,-89.9739581
"New Wilmington, PA",41.1222812,-80.3328428
"Franciscan Univ. - Steubenville, Ohio",40.3772094,-80.6244016
"St. Louis, Mo. (Mark Twain Building)",38.7166146,-90.3085412
"Hempstead, NY",40.7062128,-73.6187397
"Tulsa, Okla. (UMAC)",36.0641918,-95.8694283
"Palo Alto, CA",37.4418834,-122.1430195
"Naperville, IL",41.7508391,-88.1535352
"Daniel P. Nolan Gymnasium | Albany, N.Y.",42.6640994,-73.7856653
"Charleston, S.C. - TD Arena",32.7854388,-79.9343716
"Kansas City, Mo. -- Municipal Auditorium",39.09787,-94.586341
"Verizon Cntr, Wash., DC",38.8981251,-77.0208804
"Stan Sheriff Center - Honolulu, O'ahu",21.2942882,-157.8189039
"Orlando, Fla. (HP Field House)",28.3373061,-81.5572343
"McPherson, KS",38.3708415,-97.6642087
"Las Vegas, Nev. (Thomas & Mack Center)",36.1049006,-115.1441925
Roberto Clemente Coliseum - Puerto Rico,18.4158296,-66.0755353
" Grayson, KY",38.3325812,-82.9485023
"Washington, D.C.",38.9071923,-77.0368707
"Omaha, NE",41.2523634,-95.9979883
"Salem Civic Center -- Salem, Va.",37.2854268,-80.0392938
"Bayamon, PR",18.389396,-66.1653224
"New Wilmington, Pa.-Buzz Ridl Gymnasium",41.1177914,-80.3287268
"Pittsburgh, Pa. - Skibo Gymnasium",40.4407429,-79.9413357
"Sparkill, N.Y. - Aquinas Hall",41.0422627,-73.9358903
Manning ' Napier Varsity Gym,43.115372,-77.511511
East Campus Arena,42.7322317,-73.6675438
"Syracuse, N.Y. - Ted Grant Court",43.0497018,-76.0855042
"Portland Expo - Portland, ME",43.6560085,-70.2770927
"Halenbeck Hall, St. Cloud",45.5480155,-94.1523907
"Mahwah, NJ - Bradley Center",41.0812077,-74.1776862
"Wilmington, NC",34.2257255,-77.9447102
"Westfield, Mass. Woodward Center",42.1279111,-72.7883109
Doolittle Community,36.1952818,-115.1554891
"Elizabeth City, NC",36.2946008,-76.2510461
"Atlanta, GA -- Woodruff PE Ctr.",33.7933119,-84.3258545
"St. Louis, Mo. (Scottrade Center)",38.6268402,-90.2026783
Voekel Gymnasium,34.0989795,-117.7117707
"San Rafael, CA",37.9735346,-122.5310874
"Northfield, Vt.",44.1511723,-72.6564986
"Miami, Fla. - Alumni Gymnasium",43.7028915,-72.2840101
"N.Charleston Coliseum - Charleston, S.C.",32.8653841,-80.0201708
"Nashville, TN",36.1626638,-86.7816016
"Lancaster, Texas (The Valley)",32.6248556,-96.763705
"Evansville, IN",37.9715592,-87.5710898
"Jefferson City, TN",36.122311,-83.492396
"Kinston, N.C. (Lenior CC Gymnasium)",35.2355983,-77.5720757
"Columbus, GA",32.4609764,-84.9877094
"Macon, Ga. -- CGTC Gym at Ballard Hudson",32.8190808,-83.6579405
"Bluffton, OH",40.8953301,-83.8888288
"Rock Hill, SC -- Winthrop",34.9395142,-81.0316204
"Mahwah, NJ",41.0886216,-74.1435843
"Caldwell, ID",43.6629384,-116.6873596
"Legacy Arena - Birmingham, Ala.",33.5239475,-86.8127501
"Pittsburgh, Pa./ PPG Paints Arena",40.4395932,-79.9893378
"Reno, Nev. (Reno Events Center)",39.53085,-119.8124811
"USAFA, CO",38.9983094,-104.8613176
Buffalo State Sports,42.9345778,-78.8860167
"Defiance, Ohio  --  Weaner Center",41.2966243,-84.3583836
"Washington, D.C. - UDC Sports Complex",38.9459608,-77.0657105
"Leicester, MA",42.245926,-71.9086843
"AT&T Stadium, North Texas",32.7472844,-97.0944939
"Madison Square Garden, New York",40.7505045,-73.9934387
"Oneonta, NY",42.4528571,-75.0637746
"Paradise Island, Bahamas (Atlantis)",25.084653,-77.32349
"Irvine, CA",33.6845673,-117.8265049
"Rocky Mount, NC",35.9382103,-77.7905339
"Clinton, NY",43.0484029,-75.3785034
"Daytona, Fla. (Ocean Center)",29.22841,-81.011154
"Las Vegas, Nev. (Cox Pavilion)",36.104244,-115.143247
"Bayamon, P.R.",18.389396,-66.1653224
"Chico, Calif. (Acker Gymnasium)",39.729899,-121.8497673
"Pittsford,NY -",43.0789942,-77.5275463
"Boston, Mass. (TD Garden)",42.366198,-71.062146
"Shepherdstown, W.Va. - Butcher Center",39.4353263,-77.8115747
"Aquinas Hall Gymnasium - Sparkill, NY",41.0423558,-73.9359461
"Norfolk, VA",36.8507689,-76.2858726
"Gettysburg, PA",39.8309293,-77.2310955
"Sioux Falls, SD (Stewart Center)",43.5303701,-96.7391964
"LAS VEGAS,NV  MGM GRAND GARDEN ARENA",36.104313,-115.1685048
"Scope Arena - Norfolk, Va",36.8532544,-76.286878
"Albuquerque, NM",35.0853336,-106.6055534
"Fairmont, WV (Joe Retton Arena)",39.4857867,-80.1630335
"Newark, N.J. (Prudential Center)",40.7335424,-74.1710255
"Laie, Hawaii",21.6482858,-157.9225549
"Savannah, Ga. - Savannh Civic Center",32.0767229,-81.0969257
Levine Center-Curry Arena,35.1885164,-80.83279
"Greensboro, NC",36.0726354,-79.7919754
"Stillwater, OK",36.1156071,-97.0583681
"Portland, ME",43.661471,-70.2553259
"Azusa, Calif. -- Felix Event Center",34.1350678,-117.8952594
"Bill Harris Arena, Birmingham, Ala.",33.4947227,-86.8741364
"Bristol, Tenn. (Student Center Complex)",36.585376,-82.15938
"Rock Island, IL",41.5094771,-90.5787476
"Estero, Fla. / Germain Arena",26.4404742,-81.7788469
Doolittle Community Center Las Vegas,36.1952818,-115.1554891
"Griswold Center in Decatur, Ill.",39.8435943,-88.9734405
"Oakland City, IN",38.3386591,-87.3450132
"Salisbury, MD",38.3606736,-75.5993692
"Rex Pyles Arena; Philippi, WV",39.1571906,-80.0512952
"Charlotte, NC (Time Warner Cable)",35.2065921,-80.8623775
"Reading, PA (Bollman Center)",40.3627229,-75.9119545
Charleston. S.C,32.7764749,-79.9310512
"Phoenix, Ariz.",33.4483771,-112.0740373
"Norfolk, Va. - Scope Arena",36.8532544,-76.286878
"Univ of Phoenix Stadium, Glendale, AZ",33.5276247,-112.2625593
"Castleton, VT",43.6106223,-73.179832
"Univ. of West Florida - Pensacola, Fla.",30.5469345,-87.2160218
"Rochester, Mich. (Ath. Ctr. O'rena)",42.6740472,-83.2129533
"Atlanta, GA",33.7489954,-84.3879824
"Branch Rickey Arena; Delaware, Ohio",40.2949217,-83.0664069
Merrell Center - Katy Texas,29.7803319,-95.8327276
"St. Charles, MO (Family Arena)",38.7477679,-90.5092609
"US Bank, Cincinnati, OH",39.1010508,-84.5115235
"Pittsford,NY: St. John Fisher College",43.115372,-77.511511
"Univ. Circle, Ohio -",41.5091257,-81.6089873
"East Stroudsburg, PA",40.9995386,-75.1812913
"Spokane Arena, Spokane",47.666492,-117.422068
"Babson Park, MA (Staake G",42.3027573,-71.2701651
"Russellville, AR (Tucker Coliseum)",35.2951563,-93.1324092
"Highland Heights, KY",39.0331169,-84.4518854
"Rochester, N.Y. -- L. Alexander Palestra",43.2010277,-77.639438
"Fullerton, Calif. (Titan Gym)",33.883022,-117.8858875
"Bangor, Maine (Newman Gym)",44.8253264,-68.7953825
"Pasadena, CA (Braun",34.1380566,-118.1223246
"Ypsilanti, MI",42.2411499,-83.6129939
"Gilbert Arena: Thousand Oaks, Calif.",34.1705609,-118.8375937
Grant Gymnasium,38.5878076,-90.3454945
"N. Charleston Coliseum - Charleston, SC",32.8653841,-80.0201708
"Grand Junction, CO",39.0638705,-108.5506486
"Brockport, NY: Vlogianitis Gym",43.2180901,-77.9381066
"Waterville, Maine (Wadsworth Gymnasium)",44.5682287,-69.6583929
"Riverside, CA (Van Dyne Gym)",33.9264458,-117.4266245
"Montclair, NJ",40.8259007,-74.2090053
"Augusta, GA",33.4734978,-82.0105148
"XL Center  Hartford, Conn",41.768399,-72.6769853
Raymond A DuFour Center,38.9424172,-76.9993099
"Winston-Salem, N.C.",36.0998596,-80.244216
"Atlanta, GA -- Woodruff PE Center",33.7933119,-84.3258545
"Rohnert Park, CA",38.3396367,-122.7010984
"Macon, GA",32.8406946,-83.6324022
"Annville, Pa. (Sorrentino Gymnasium)",40.3295359,-76.5152443
"Livingston, TN",36.3833961,-85.3230221
Physical Activities Cntr,32.3237701,-90.1796305
"Aston, Pa. - The Mirenda Center",39.8749735,-75.4426009
Seaver Center,34.0169567,-118.2887703
"Greenville, Ill. (H.J. Long Gymnasium)",38.8932575,-89.4079079
"Garland, TX",32.912624,-96.6388833
"Spectrum Center - Charlotte, NC",35.2251426,-80.8392351
"Norfolk Scope - Norfolk, VA",36.8532544,-76.286878
"Kent, WA (ShoWare Center)",47.38702,-122.2398599
"Indianapolis, Ind. | Bankers Life FHouse",39.8915991,-86.0545427
"Harrisburg, Pa.",40.2731911,-76.8867008
"Bayamon, P.R. - Coliseo Ruben Rodriguez",18.3947963,-66.150924
"St. Louis, Mo. (Grant Gymnasium)",38.5878076,-90.3454945
"Lancaster, PA",40.0378755,-76.3055144
"Sacramento, Calif. (Golden 1 Center)",38.5806415,-121.4996191
"Walla Walla, WA",46.0645809,-118.3430208
"Orem, UT",40.2968979,-111.6946475
"Birmingham, AL",33.5206608,-86.80249
"Bellingham, Wash. (Whatcom Pavilion)",48.7946887,-122.4927431
"Boston, Mass. / Clark Athletic Gym",42.314933,-71.039318
"Colchester, VT",44.5439375,-73.1479068
"Babson Park, MA - Staake Gymnasium",42.2993708,-71.2659951
"Brockport, NY",43.2136713,-77.9391797
"East Rutherford, N.J. (IZOD Center)",40.8115986,-74.067578
"Dayton, Ohio (UD Arena)",39.7356112,-84.1997159
"Evansville, IN (PAC)",37.982493,-87.5679752
"Rockville Centre, NY",40.6587138,-73.6412406
KSU Convocation Center,34.0368592,-84.5803692
"Monmouth, Ore. - New PE Building",44.8523702,-123.2413673
"Glenville, WV",38.9342573,-80.8376033
"Seaside, Calif.",36.6149217,-121.822098
"The Palestra (Philadelphia, Pa.)",39.9513911,-75.1887032
"Atlanta, Ga. | Epps Gymnasium",33.792647,-84.3855879
"Newark, NJ (The Golden Dome Arena)",40.7395937,-74.1743626
"Fort Valley, GA (HPE Complex)",32.5329433,-83.8978028
"Plainview, TX",34.1847936,-101.7068417
"Belton, Texas (Mayborn Campus Center)",31.0685507,-97.4663663
"Atlantis. Paradise Island, Bahamas",25.084653,-77.32349
Eckerd College,27.715886,-82.68816
"Lexington, Va. ",37.7840208,-79.4428157
"Honda Center, Anaheim, Calif.",33.8078476,-117.8764687
Las Vegas (Orleans Areana),36.1058151,-115.2022567
"Charleston, W.Va.",38.3498195,-81.6326234
"Asheville, NC",35.5950581,-82.5514869
"Fort Myers, FL",26.640628,-81.8723084
"Bridgewater, Va. - Nininger Hall",38.378879,-78.969386
"Saratoga Springs, NY",43.0831301,-73.7845651
"Riverside, CA",33.9533487,-117.3961564
"Towson, Md. (SECU Arena)",39.3873866,-76.6171503
"Irving, Texas (Maher Athletic Center)",32.8462187,-96.9216682
"Hillsdale, MI",41.9200472,-84.6305101
"Atlanta, GA - Woodruff PE Center",33.7933119,-84.3258545
"Baltimore, MD/Goldfarb Gym",39.3334364,-76.6208734
"DuFour Center; Washington, D.C.",38.9424172,-76.9993099
"Amherst, MA (LeFrak Gymnasium)",42.3680134,-72.5183568
"Azusa, CA",34.1336186,-117.9075627
"Caldwell, N.J.-Newman Center",40.8323391,-74.271576
"Madison Square Garden, New York,NY",40.7505045,-73.9934387
"McMinnville, OR",45.2101162,-123.1987163
"Nashville, Tenn.",36.1626638,-86.7816016
"Urpsrung Gymnasium: Berea, Ohio",41.3719903,-81.847562
"Scott Gym, Dickinson, N.D.",46.8823226,-102.7995721
"Rio Rancho, N.M. (Santa Ana Star Center)",35.309015,-106.686603
"Bankers Life Fieldhouse-Indianapolis, IN",39.7639301,-86.1554641
"Long Center, Scranton, Pa.",41.4051814,-75.656497
"Bennington, VT",42.8781345,-73.1967741
"Fort Myers, FL (Alico Arena)",26.4710622,-81.7646659
"New York, NY",40.7127753,-74.0059728
"South Puget Sound C.C. - Olympia, WA",47.0245027,-122.9297411
"Bluefield, W.V.a",37.2698395,-81.2223195
Mayser Center -,40.047869,-76.3185476
"New Britain, CT (Detrick Gymnasium)",41.6612104,-72.7795419
"Atlanis, Pardise Island, Bahamas",25.084653,-77.32349
"Wachovia Center, Phila",39.9012015,-75.1719795
"Las Vegas, NV",36.1699412,-115.1398296
"Boston, Mass. (Tansey Gymnasium)",42.3352812,-71.0950943
"Las Vegas, NM",35.5942137,-105.2227978
"Las Vegas, NE",36.1699412,-115.1398296
"Bronxville, NY",40.9381544,-73.8320784
"Horne Arena, Greenwood, S.C.",34.2002826,-82.165036
The Complex,40.7676925,-111.9066226
"Elkins, WV",38.9259397,-79.8467349
"Orangeburg, NY",41.0464858,-73.9495818
"Nashville, Tenn. (Moore Gymnasium)",36.1445375,-86.807313
"York, PA",39.9625984,-76.727745
"Kailua, HI",21.4022222,-157.7394444
"Galloway, NJ",39.4928235,-74.5596879
"Pueblo, CO",38.2544472,-104.6091409
"Vadosta, GA",30.8327022,-83.2784851
"Farmington, ME",44.6704998,-70.1512169
"Crenshaw Gymnasium, Ashland, Va.",37.7629854,-77.4786146
"Scharf Fieldhouse (Rensselaer, Ind.)",40.9235411,-87.1574968
